name,category,address,phone,lat,lng,distance,walk_time
데이롱카페 광운대점,음식점 > 카페 > 테마카페 > 무인카페 > 데이롱카페,서울 노원구 광운로12길 38,,37.621302220658,127.061242238675,339,9
카페프리헷 월계현대점,음식점 > 카페 > 테마카페 > 무인카페 > 카페프리헷,서울 노원구 석계로 49,0507-1418-4353,37.6170128081547,127.062596786796,463,16
롯오브젝트,음식점 > 카페,서울 노원구 광운로3길 7,,37.619014830962605,127.05721815792296,100,9
커피정원,음식점 > 카페,서울 성북구 한천로 708,,37.6200888054192,127.053379085298,438,19
카페이공일,음식점 > 카페,서울 노원구 광운로2가길 14-16,,37.6172241794109,127.059818526685,275,12
CU 광운대원룸점,"가정,생활 > 편의점 > CU",서울 노원구 광운로15길 23,,37.62153814533509,127.05793937823357,241,11
CU 광운대점,"가정,생활 > 편의점 > CU",서울 노원구 광운로1길 60,02-909-8384,37.62039350156694,127.05498776159637,310,15
GS25 광운월계점,"가정,생활 > 편의점 > GS25",서울 노원구 광운로2나길 45,,37.6177870939132,127.060217680188,246,11
세븐일레븐 광운스퀘어점,"가정,생활 > 편의점 > 세븐일레븐",서울 노원구 광운로 20,,37.61999081299385,127.05862120221462,74,5
GS25 월계꿈의숲점,"가정,생활 > 편의점 > GS25",서울 노원구 월계로42길 97,,37.621412232406634,127.05365188736572,465,19
세븐일레븐 광운대원룸점,"가정,생활 > 편의점 > 세븐일레븐",서울 노원구 광운로2가길 23,,37.61810018357334,127.05933557310284,170,10
GS25 월계성북역점,"가정,생활 > 편의점 > GS25",서울 노원구 석계로 103,080-999-5425,37.62294498095257,127.06073837717676,452,12
GS25 광운사랑점,"가정,생활 > 편의점 > GS25",서울 노원구 광운로 17-11,,37.6195112503095,127.05726951003,88,9
GS25 광운로드점,"가정,생활 > 편의점 > GS25",서울 노원구 석계로 65,,37.6205572138281,127.0627481447,417,9
GS25 현대대로점,"가정,생활 > 편의점 > GS25",서울 노원구 석계로 49,,37.61700197646387,127.06263415568448,467,16
이마트24 광운대역점,"가정,생활 > 편의점 > 이마트24",서울 노원구 석계로 98-1,02-6010-1032,37.623221352147,127.061187175034,498,14
GS25 광운행운점,"가정,생활 > 편의점 > GS25",서울 노원구 광운로 5,080-999-5425,37.6184661312172,127.05721433937,137,9
GS25 광운문화관점,"가정,생활 > 편의점 > GS25",서울 노원구 광운로 21,02-942-2533,37.61982824130036,127.05759144242984,77,8
세븐일레븐 광운대후문점,"가정,생활 > 편의점 > 세븐일레븐",서울 노원구 석계로13길 48,,37.6212428318449,127.061094935049,324,8
CU 광운대기숙사점,"가정,생활 > 편의점 > CU",서울 노원구 광운로 21,053-857-9427,37.62148487572864,127.05630820027189,290,18
제로스토어 광운대점,"가정,생활 > 편의점",서울 노원구 광운로 15,0507-1416-3208,37.6190155528723,127.05758628477295,71,8
무명칼국수,음식점 > 한식 > 국수 > 칼국수,서울 노원구 석계로7길 4,02-941-7776,37.6167291943623,127.063909303813,578,16
연어시장 석계본점,"음식점 > 한식 > 해물,생선 > 회",서울 노원구 석계로 13,02-910-9540,37.6160406157153,127.064320999484,650,17
그레도제빵사,"음식점 > 간식 > 제과,베이커리",서울 성북구 화랑로 304,070-8290-3033,37.613436102712356,127.06218378320334,744,23
엄마마늘보쌈,"음식점 > 한식 > 육류,고기 > 족발,보쌈",서울 노원구 석계로 16,02-913-9222,37.61634956798561,127.06447983742864,643,17
마시써머거바 본점,음식점 > 간식 > 토스트,서울 노원구 화랑로 333-3,010-7571-8851,37.614946489567835,127.0649169554435,766,19
정지춘설렁탕,음식점 > 한식 > 설렁탕,서울 성북구 화랑로40길 46,02-962-9294,37.6134170840277,127.064051443479,836,24
남해바다마차,"음식점 > 한식 > 해물,생선 > 회",서울 성북구 한천로78길 71,02-966-5036,37.61356972680585,127.06501203077839,877,23
창신동매운족발 본점1호점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",서울 성북구 한천로78길 57,02-966-9923,37.61297342701751,127.06473062572668,911,24
장군숯불족발,"음식점 > 한식 > 육류,고기 > 족발,보쌈",,02-941-5882,37.615019489162854,127.06322146334355,652,19
오메가생선구이 본점,"음식점 > 한식 > 해물,생선",서울 노원구 화랑로 343,02-975-5592,37.6151999618456,127.06601017182912,826,20
남송통닭,음식점 > 치킨,서울 노원구 석계로3길 30,02-916-5127,37.6162646228489,127.063281415581,562,17
서초우동 광운대역점,"음식점 > 일식 > 돈까스,우동",서울 노원구 석계로18길 23,02-941-0096,37.62388375193732,127.06085015246403,550,14
라무야끼,"음식점 > 한식 > 육류,고기",서울 노원구 석계로3길 15-1,02-909-3337,37.6157237900017,127.063727219901,630,18
라체나1907,음식점 > 양식,서울 성북구 한천로80길 63,02-6013-1907,37.61338074321254,127.06460412637425,869,23
퀸스테이크,"음식점 > 양식 > 스테이크,립",서울 노원구 석계로1길 22,02-909-3206,37.6155176041706,127.063466536001,628,19
일번지정육식당 돌곶이점,"음식점 > 한식 > 육류,고기",서울 성북구 화랑로 254,02-960-1012,37.6108975882951,127.057706873014,942,26
불맛나는직화짬뽕전문점 장위점,음식점 > 중식 > 중국요리,서울 성북구 돌곶이로 105,02-941-5051,37.612169095823205,127.05538377577903,839,23
기와집,"음식점 > 한식 > 육류,고기 > 갈비",서울 노원구 석계로 35,02-917-2111,37.617917679130045,127.06375854199334,511,14
도요스스시다온,"음식점 > 일식 > 초밥,롤",서울 성북구 한천로80길 51,,37.61299344329102,127.06437500513299,890,24
친친,음식점 > 중식 > 중국요리,서울 노원구 석계로18길 10-9,02-6229-4143,37.6236251301821,127.060924704224,526,14
원조마포소금구이 석계점,"음식점 > 한식 > 육류,고기",서울 성북구 화랑로40길 55,02-969-8292,37.6137050518025,127.064690485728,847,23
산골닭갈비,"음식점 > 한식 > 육류,고기 > 닭요리",서울 성북구 한천로78길 59,02-960-3131,37.6130707039167,127.064785075136,906,23
황금오리,"음식점 > 한식 > 육류,고기 > 오리",서울 노원구 석계로1길 22,02-909-7005,37.61550320601962,127.06343367711622,627,19
한근더한근,"음식점 > 한식 > 육류,고기",서울 성북구 한천로 605,02-918-8999,37.613059625064764,127.06018442024082,721,20
청계천8가삼성곱창,"음식점 > 한식 > 육류,고기 > 곱창,막창",서울 노원구 석계로3길 32,02-909-6660,37.6163548077667,127.063120654871,544,17
대머리식당,음식점 > 한식,서울 성북구 돌곶이로 162,02-915-9233,37.6158344635536,127.051064309237,747,23
태성식당,음식점 > 한식,서울 성북구 화랑로33길 38,02-918-6658,37.611863006749545,127.0548546302744,886,25
일번지포장마차,음식점 > 술집 > 실내포장마차,서울 노원구 화랑로 337-4,02-942-9805,37.61511372962732,127.06553891858246,797,21
캣툰 석계역점,"가정,생활 > 여가시설 > 만화방 > 만화카페 > 캣툰",서울 성북구 한천로76다길 43,02-6221-2525,37.6129885812956,127.065026248724,927,23
스타벅스 장위뉴타운점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 성북구 장월로38길 4,1522-3232,37.61806331358951,127.05151211017781,613,22
마작카페 소소마장,"가정,생활 > 여가시설 > 보드카페",서울 노원구 석계로7길 18,010-5397-0066,37.61621765405028,127.06349997796345,580,17
디졸브,음식점 > 카페 > 커피전문점,서울 성북구 화랑로42길 40,02-963-6077,37.6138547898722,127.064372349789,816,23
투썸플레이스 석계역점,음식점 > 카페 > 커피전문점 > 투썸플레이스,서울 노원구 석계로1길 10,02-915-7955,37.61560644067768,127.06413487178988,666,18
후아나 석계점,음식점 > 카페 > 테마카페 > 디저트카페,서울 노원구 석계로1길 18,02-918-2885,37.6155399884749,127.063727063041,643,19
슬슬커피,음식점 > 카페 > 커피전문점,서울 노원구 석계로11길 35,02-6404-5714,37.6168269761962,127.063025910313,506,16
카페후프,음식점 > 카페,서울 성북구 장월로 126,070-8806-8488,37.6165776261971,127.049304664826,849,26
읍천리382 석계역점,음식점 > 카페 > 커피전문점 > 읍천리382,서울 노원구 석계로5길 11,010-7774-3820,37.616181439168926,127.06382501865565,606,17
호호커피집,음식점 > 카페 > 커피전문점,서울 노원구 화랑로 337-21,070-4401-8454,37.61587808549493,127.06496420392561,707,19
메가MGC커피 장위뉴타운점,음식점 > 카페 > 커피전문점 > 메가MGC커피,서울 성북구 돌곶이로40길 46,02-942-7388,37.618829544198,127.050608749392,678,24
보드게임카페 아카이브,"가정,생활 > 여가시설 > 보드카페",서울 노원구 화랑로 335,0507-1445-7604,37.61507438933431,127.0649906880022,762,19
메가MGC커피 석계역점,음식점 > 카페 > 커피전문점 > 메가MGC커피,서울 노원구 화랑로 337,02-943-7743,37.61509500586313,127.06518325419916,774,21
커피는기억의끌림,음식점 > 카페 > 커피전문점,서울 노원구 석계로 98-1,02-911-7735,37.6234196267418,127.06107632676282,512,14
할리스 석계역점,음식점 > 카페 > 커피전문점 > 할리스,서울 노원구 화랑로 325,02-942-1345,37.614984908878924,127.0638579750062,694,20
카페여백,음식점 > 카페 > 커피전문점,서울 성북구 화랑로42길 52-8,0503-7153-9351,37.613806932308115,127.0645648534682,831,23
이디야커피 석계중앙점,음식점 > 카페 > 커피전문점 > 이디야커피,서울 성북구 화랑로40길 61,02-963-2009,37.613766177154,127.064948775271,858,22
빽다방 석계역문화공원점,음식점 > 카페 > 커피전문점 > 빽다방,서울 노원구 석계로3길 3,02-943-7686,37.61555048944035,127.06430018971456,681,18
메가MGC커피 장위자이레디언트점,음식점 > 카페 > 커피전문점 > 메가MGC커피,서울 성북구 돌곶이로 105,02-911-0688,37.6122466196052,127.055301153935,833,23
조르르,음식점 > 카페,서울 성북구 한천로81길 32,070-7585-2334,37.611374070254016,127.05980024973495,898,25
GS25 장위메인점,"가정,생활 > 편의점 > GS25",서울 성북구 화랑로37길 42,,37.61353751891293,127.05763869091541,650,23
CU 장위레디언트점,"가정,생활 > 편의점 > CU",서울 성북구 돌곶이로30길 24,,37.612105659968165,127.05615955391035,828,24
GS25 장위사거리점,"가정,생활 > 편의점 > GS25",서울 성북구 돌곶이로 134,,37.6144044400917,127.053448642504,696,19
GS25 석계화랑로점,"가정,생활 > 편의점 > GS25",서울 성북구 화랑로40길 26,080-999-5425,37.613200548521,127.062931108386,799,23
CU 장위퍼스트하이점,"가정,생활 > 편의점 > CU",서울 성북구 한천로 713,,37.619261862218,127.050971506451,643,24
GS25 광운타운점,"가정,생활 > 편의점 > GS25",서울 노원구 광운로 79,,37.624350024722,127.059946576322,571,15
세븐일레븐 석계점,"가정,생활 > 편의점 > 세븐일레븐",서울 노원구 석계로 9,02-917-0777,37.61566481725314,127.06447924614001,686,17
CU 장위포레카운티점,"가정,생활 > 편의점 > CU",서울 성북구 장월로 160,,37.617999061866804,127.05215316324293,560,25
GS25 성북장위점,"가정,생활 > 편의점 > GS25",서울 성북구 화랑로33길 39,02-912-0177,37.6118721620462,127.054540910134,895,24
CU 월계코스모스점,"가정,생활 > 편의점 > CU",서울 노원구 석계로7길 18,,37.61624917826,127.063519259895,579,17
세븐일레븐 성북본점,"가정,생활 > 편의점 > 세븐일레븐",서울 성북구 한천로99길 45,,37.62041111030449,127.04982711365625,753,28
CU 월계서광점,"가정,생활 > 편의점 > CU",서울 노원구 마들로1길 44,,37.62368833081725,127.06407837960263,701,20
CU 노원월계점,"가정,생활 > 편의점 > CU",서울 노원구 월계로44가길 19,02-910-8605,37.623524318881,127.053271663575,637,23
세븐일레븐 장위푸르지오점,"가정,생활 > 편의점 > 세븐일레븐",서울 성북구 화랑로 299,,37.6136395264123,127.060838406294,676,20
이마트24 월계풍림점,"가정,생활 > 편의점 > 이마트24",서울 노원구 화랑로45길 10-16,,37.6161009648815,127.065983784668,772,19
GS25 월계석계역점,"가정,생활 > 편의점 > GS25",서울 노원구 석계로 22,080-999-5425,37.6169127347821,127.064389710595,606,16
GS25 성북꿈의숲점,"가정,생활 > 편의점 > GS25",서울 성북구 월계로36길 27,080-999-5425,37.619727191235256,127.04781723476461,922,36
CU 석관미송점,"가정,생활 > 편의점 > CU",서울 성북구 돌곶이로22길 45,02-969-6821,37.6106584178134,127.060325188976,984,28
CU 석계본점,"가정,생활 > 편의점 > CU",서울 성북구 한천로78길 71,,37.613571524419676,127.06501996063948,878,23
세븐일레븐 성북역점,"가정,생활 > 편의점 > 세븐일레븐",서울 노원구 광운로 71,,37.623700361506536,127.06004800368336,505,14
CU 석계역점,"가정,생활 > 편의점 > CU",서울 노원구 화랑로 347,02-973-0804,37.6153474950712,127.066418052865,847,21
GS25 석계한진점,"가정,생활 > 편의점 > GS25",서울 노원구 마들로 31,02-971-2520,37.618658037045094,127.06901485963648,952,30
GS25 월계미성점,"가정,생활 > 편의점 > GS25",서울 노원구 마들로 59,02-978-5695,37.6212751672267,127.067873221074,874,37
GS25 석관중앙점,"가정,생활 > 편의점 > GS25",서울 성북구 한천로76다길 46,,37.6131028798942,127.065256267383,930,24
이마트24 이마트월계점,"가정,생활 > 편의점 > 이마트24",서울 노원구 마들로3길 15,02-6916-1500,37.62650773942647,127.06197830461335,856,32
GS25 장위온누리점,"가정,생활 > 편의점 > GS25",서울 성북구 화랑로 271,02-941-7480,37.6121332147398,127.058781524894,805,23
씨스페이스24 장위자이점,"가정,생활 > 편의점 > 씨스페이스24",서울 성북구 화랑로39길 11-8,,37.6132015490846,127.059258061195,690,20
GS25 장위뉴타운점,"가정,생활 > 편의점 > GS25",서울 성북구 월계로40길 7,,37.62284529628322,127.04833916621386,956,31
세븐일레븐 장위드림점,"가정,생활 > 편의점 > 세븐일레븐",서울 성북구 장월로 113,,37.615976162673,127.048346045588,953,29
이마트24 성북돌곶이점,"가정,생활 > 편의점 > 이마트24",서울 성북구 화랑로 245,02-942-2638,37.6108909483048,127.056533522184,954,26
화돌농장 노원점,"음식점 > 한식 > 육류,고기",서울 노원구 광운로 133,02-912-5293,37.6283333023198,127.058114578353,439,23
여자만아구찜,"음식점 > 한식 > 해물,생선 > 아구",서울 노원구 석계로18길 10-8,02-941-1989,37.6235062163082,127.060892889771,251,14
애슐리퀸즈 이마트월계점,음식점 > 패밀리레스토랑 > 애슐리,서울 노원구 마들로3길 15,0507-1412-1063,37.62650323568528,127.06197603525396,403,32
우리집,음식점 > 한식,서울 노원구 광운로22길 9,02-915-0707,37.62851291849527,127.05928267666646,467,22
용궁중화요리,음식점 > 중식 > 중국요리,서울 노원구 월계로 325,02-990-1901,37.6289610764237,127.05670127383,526,26
야타이,음식점 > 일식 > 일식집,서울 노원구 석계로18길 10-6,0502-5552-5931,37.6235008757847,127.060766015809,241,14
본죽&비빔밥cafe 광운대역점,음식점 > 퓨전요리 > 퓨전한식 > 본죽&비빔밥cafe,서울 노원구 석계로 98-1,02-914-6285,37.6233006583535,127.0611498589125,281,14
전주밥상쌈밥,음식점 > 한식 > 쌈밥,서울 노원구 광운로 61,02-3292-0118,37.62296447243826,127.05961922991156,197,12
배스킨라빈스 광운대역점,음식점 > 간식 > 아이스크림 > 배스킨라빈스,서울 노원구 광운로 65,02-909-1441,37.6231642939857,127.06000905867,204,12
차이나칸,음식점 > 중식 > 중국요리,서울 성북구 월계로40길 7,02-909-2246,37.6228957394869,127.048368650512,889,31
최환기쌈밥칼국수,음식점 > 한식 > 쌈밥,서울 노원구 광운로19가길 2,02-911-5402,37.62378064715679,127.05985549760452,155,14
착한족발 월계점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",서울 노원구 석계로 95,010-4655-5669,37.62295564668777,127.06102157486963,290,13
호시아카리,"음식점 > 일식 > 초밥,롤",서울 노원구 석계로 98-1,070-8747-1697,37.62331598687177,127.06112721623848,278,14
명랑핫도그 광운대점,음식점 > 패스트푸드 > 명랑핫도그,서울 노원구 석계로 106,02-919-6488,37.62310822645583,127.06041340834153,236,12
돈장군 광운대본점,"음식점 > 한식 > 육류,고기",서울 노원구 광운로 69,02-941-8276,37.6234201402204,127.0600760973566,192,13
큰맘할매순대국 광운대점,음식점 > 한식 > 순대 > 큰맘할매순대국,서울 노원구 광운로 67,02-942-1479,37.6232723708939,127.06009070433,202,13
스타벅스 월계역점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 노원구 초안산로2라길 26,1522-3232,37.62943828633148,127.0573484962675,567,27
스타벅스 월계트레이더스점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 노원구 마들로3길 17,1522-3232,37.62759082697573,127.06178435781577,472,28
스타벅스 월계이마트점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 노원구 마들로3길 15,1522-3232,37.6271527835984,127.062096653474,457,28
메가MGC커피 노원월계초점,음식점 > 카페 > 커피전문점 > 메가MGC커피,서울 노원구 월계로45길 37,02-900-1007,37.62701059314579,127.05041038862737,752,37
컴포즈커피 월계인덕대점,음식점 > 카페 > 커피전문점 > 컴포즈커피,서울 노원구 초안산로2라길 26,,37.62935732559807,127.05708447925561,562,27
빽다방 월계인덕대점,음식점 > 카페 > 커피전문점 > 빽다방,서울 노원구 월계로 334,02-6014-0087,37.6290182983223,127.057612127163,518,26
이디야커피 월계인덕점,음식점 > 카페 > 커피전문점 > 이디야커피,서울 노원구 광운로22길 39,02-914-7413,37.6298177655118,127.058845296202,605,24
날보러와요,음식점 > 카페,서울 노원구 초안산로2라길 37,010-6289-3328,37.631039720516,127.058406702722,739,26
공차 월계점,음식점 > 카페 > 공차,서울 노원구 마들로3길 15,02-973-6885,37.6265473970983,127.061951150089,404,31
아망프라이빗,"가정,생활 > 유아 > 놀이시설 > 키즈카페",서울 노원구 월계로 294,,37.6268792218314,127.054089685118,461,30
빽다방 월계롯데캐슬루나점,음식점 > 카페 > 커피전문점 > 빽다방,서울 노원구 월계로45길 21,070-4333-8234,37.62666174478244,127.05079870766627,706,36
메가MGC커피 월계사슴점,음식점 > 카페 > 커피전문점 > 메가MGC커피,서울 노원구 월계로 370,02-6959-9787,37.63110782523713,127.06092061627596,782,31
메가MGC커피 번동중앙점,음식점 > 카페 > 커피전문점 > 메가MGC커피,서울 성북구 월계로40길 7,02-942-8887,37.62308051458416,127.04819092722265,900,31
노원경춘마루,음식점 > 카페,서울 노원구 중랑천서자전거길 1346,,37.63071333849806,127.06404929166159,868,34
카페한나,음식점 > 카페 > 테마카페 > 무인카페,서울 노원구 마들로1길 44,,37.623634313423,127.064001305124,513,20
GS25 인덕대후문점,"가정,생활 > 편의점 > GS25",서울 노원구 초안산로 19,,37.6295497087968,127.0541697875,678,31
