university,name,category,address,phone,lat,lng,distance,walk_time
정문(복지관),와플대학 광운대캠퍼스,"음식점 > 간식 > 제과,베이커리 > 와플대학",서울 노원구 광운로 64,02-941-3890,37.62283985104657,127.06018097652368,419,6
정문(복지관),한라산감자탕,음식점 > 한식 > 감자탕,서울 노원구 석계로15길 17,010-6482-8321,37.6223654328671,127.061151358349,418,6
정문(복지관),동대문엽기떡볶이 월계점,음식점 > 분식 > 떡볶이 > 동대문엽기떡볶이,서울 노원구 광운로 39,02-911-8591,37.6210601206078,127.05895166547,196,3
정문(복지관),중화호반닭갈비 광운대점,"음식점 > 한식 > 육류,고기 > 닭요리",서울 노원구 광운로 53,02-942-0799,37.6224564534593,127.059345831815,355,5
정문(복지관),양드림,"음식점 > 한식 > 육류,고기",서울 노원구 광운로2길 27,02-943-3408,37.617420329985926,127.05855009108576,218,3
정문(복지관),청년다방 광운대점,음식점 > 분식 > 떡볶이 > 청년다방,서울 노원구 광운로 44,02-6085-9124,37.62135716432966,127.05951373500557,246,4
정문(복지관),신연마라탕,음식점 > 중식,서울 노원구 광운로 35,02-909-2838,37.6206962708118,127.058652339616,150,2
정문(복지관),써브웨이 광운대역점,음식점 > 패스트푸드 > 샌드위치 > 써브웨이,서울 노원구 광운로 57,02-942-7779,37.62266353825251,127.05962805159403,384,6
정문(복지관),목포홍탁,"음식점 > 한식 > 해물,생선",서울 노원구 광운로1길 10,02-914-3703,37.61867438098913,127.05696304151887,138,2
정문(복지관),이삭토스트 광운대점,음식점 > 간식 > 토스트 > 이삭토스트,서울 노원구 광운로 37-1,02-943-0799,37.620878192415546,127.0588087985225,173,3
정문(복지관),후문식당,음식점 > 분식,서울 노원구 석계로13길 25-1,02-916-8745,37.62016962097997,127.06135458099394,287,4
정문(복지관),맛닭꼬 광운대점,음식점 > 치킨 > 맛닭꼬,서울 노원구 광운로 61,02-942-3492,37.62309584950046,127.05994896746643,438,7
정문(복지관),스시덤,"음식점 > 일식 > 초밥,롤",서울 노원구 광운로2길 6,02-2088-8070,37.6180921113138,127.057440589225,160,2
정문(복지관),카츠백 월계점,"음식점 > 일식 > 돈까스,우동 > 카츠백",서울 노원구 광운로 44,02-6953-2204,37.621340953417,127.059500129304,243,4
정문(복지관),밥은화 광운대본점,음식점 > 한식,서울 노원구 광운로12길 11,02-3292-7979,37.6212795351311,127.059799121243,250,4
정문(복지관),장수국수 광운대점,음식점 > 한식 > 국수,서울 노원구 광운로 27,070-8111-2595,37.6202243174404,127.058321216179,94,1
정문(복지관),또와집순대국,음식점 > 한식 > 순대,서울 노원구 광운로19길 13,02-943-2207,37.62326079906855,127.05981316864523,452,7
정문(복지관),경대컵밥 광운대점,음식점 > 도시락,서울 노원구 광운로 17-13,02-941-1047,37.619597802211,127.057151775086,100,2
정문(복지관),미미식당 월계점,"음식점 > 한식 > 육류,고기",서울 노원구 석계로18길 5,,37.6232722135876,127.06039881516,471,7
정문(복지관),빈대떡신사,"음식점 > 술집 > 호프,요리주점",서울 노원구 광운로 70,02-774-9595,37.6234669008526,127.060253978908,486,7
정문(복지관),사계절김밥,음식점 > 분식,서울 노원구 광운로 72,02-941-7789,37.6235588107524,127.060235928848,495,7
정문(복지관),국수천왕 광운대점,음식점 > 한식,서울 노원구 광운로 46,02-909-1236,37.621806873755745,127.0610489543484,365,5
정문(복지관),맘스터치 광운대점,음식점 > 패스트푸드 > 맘스터치,서울 노원구 광운로 33,02-941-7674,37.6205710814027,127.058555960075,134,2
정문(복지관),1일1잔,음식점 > 카페 > 테마카페 > 디저트카페,서울 노원구 광운로2길 6,,37.6180767967353,127.057436046716,161,2
정문(복지관),월계청춘카페,음식점 > 카페,서울 노원구 광운로 44,070-4174-7755,37.6213607728479,127.059504676027,246,4
정문(복지관),컴포즈커피 광운대80주년기념관점,음식점 > 카페 > 커피전문점 > 컴포즈커피,서울 노원구 광운로 20,02-909-1617,37.62030155947812,127.05881060974359,113,2
정문(복지관),빠말,음식점 > 카페 > 테마카페 > 디저트카페,서울 노원구 광운로 7,070-7677-8341,37.6185733102653,127.057293709771,123,2
정문(복지관),스타벅스 광운대점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 노원구 석계로 104,1522-3232,37.6231891063632,127.060820134493,479,7
정문(복지관),카페니니,음식점 > 카페,서울 노원구 광운로 59,02-2138-1884,37.6227500329914,127.05962812068,393,6
정문(복지관),설빙 광운대점,음식점 > 카페 > 테마카페 > 디저트카페 > 설빙,서울 노원구 광운로 25,02-6953-9749,37.6200694057919,127.058203293092,76,1
정문(복지관),메가MGC커피 광운대점,음식점 > 카페 > 커피전문점 > 메가MGC커피,서울 노원구 광운로 35,02-942-1005,37.62068904770362,127.05868291742625,150,2
정문(복지관),카페베르데,음식점 > 카페,서울 노원구 광운로 17-3,,37.6192876400272,127.057609148638,58,1
정문(복지관),광운커피,음식점 > 카페,서울 노원구 광운로 25,010-4190-3569,37.6200685020056,127.058208955948,76,1
정문(복지관),공차 광운대점,음식점 > 카페 > 공차,서울 노원구 광운로 20,02-943-8523,37.62001145287181,127.05878772699671,84,1
정문(복지관),매머드익스프레스 광운대정문점,음식점 > 카페 > 커피전문점 > 매머드익스프레스,서울 노원구 광운로 27,,37.6202171095369,127.058321210548,93,1
정문(복지관),요거프레소 광운대점,음식점 > 카페 > 테마카페 > 디저트카페 > 요거프레소,서울 노원구 광운로 17-9,,37.6194139216729,127.057314743468,83,1
정문(복지관),빽다방 광운대점,음식점 > 카페 > 커피전문점 > 빽다방,서울 노원구 광운로 43,070-7752-5322,37.62131326117863,127.05902549288251,225,3
정문(복지관),우우즈,음식점 > 카페,서울 노원구 광운로12길 32,,37.6212465148617,127.060942019495,314,5
정문(복지관),메가MGC커피 광운대역점,음식점 > 카페 > 커피전문점 > 메가MGC커피,서울 노원구 석계로 103,02-942-9917,37.6229242932203,127.06067039501,447,7
정문(복지관),요거트아이스크림의정석 광운대점,음식점 > 카페 > 테마카페 > 디저트카페 > 요거트아이스크림의정석,서울 노원구 광운로 60,010-5949-2407,37.62265074300844,127.05998599082864,394,6
정문(복지관),서울수플레,음식점 > 카페,서울 노원구 광운로17길 13,0504-823-0663,37.6224215775715,127.058821341782,341,5
정문(복지관),카페빈둥,음식점 > 카페 > 커피전문점,서울 노원구 석계로15길 17,,37.6223816535661,127.061145707899,419,6
정문(복지관),메타킹커피 광운대점,음식점 > 카페,서울 노원구 광운로12길 5,,37.6212247477794,127.059456992958,230,3
정문(복지관),이디야커피 광운대점,음식점 > 카페 > 커피전문점 > 이디야커피,서울 노원구 광운로 29,02-942-0937,37.6203251764627,127.058425504853,106,2
정문(복지관),오쎄,음식점 > 카페,서울 노원구 광운로 62,02-918-5508,37.6227245870602,127.060058546328,403,6
정문(복지관),매머드익스프레스 광운대후문점,음식점 > 카페 > 커피전문점 > 매머드익스프레스,서울 노원구 석계로13길 23,,37.6202136590307,127.061566434787,306,5
정문(복지관),성북시니어 클럽 장위지점,음식점 > 카페 > 커피전문점,서울 성북구 한천로 708,,37.6200887443682,127.053513878053,426,6
정문(복지관),모모,음식점 > 카페,서울 노원구 석계로9길 33,070-7612-1132,37.61669744983151,127.06262030830825,486,7
정문(복지관),CORD Jr.,음식점 > 카페 > 커피전문점,서울 노원구 석계로13길 40,,37.6209499341225,127.061243082418,315,5
정문(복지관),데이롱카페 광운대점,음식점 > 카페 > 테마카페 > 무인카페 > 데이롱카페,서울 노원구 광운로12길 38,,37.621302220658,127.061242238675,339,5
정문(복지관),카페프리헷 월계현대점,음식점 > 카페 > 테마카페 > 무인카페 > 카페프리헷,서울 노원구 석계로 49,0507-1418-4353,37.6170128081547,127.062596786796,463,7
정문(복지관),롯오브젝트,음식점 > 카페,서울 노원구 광운로3길 7,,37.619014830962605,127.05721815792296,100,2
정문(복지관),커피정원,음식점 > 카페,서울 성북구 한천로 708,,37.6200888054192,127.053379085298,438,7
정문(복지관),카페이공일,음식점 > 카페,서울 노원구 광운로2가길 14-16,,37.6172241794109,127.059818526685,275,4
정문(복지관),CU 광운대원룸점,"가정,생활 > 편의점 > CU",서울 노원구 광운로15길 23,,37.62153814533509,127.05793937823357,241,4
정문(복지관),CU 광운대점,"가정,생활 > 편의점 > CU",서울 노원구 광운로1길 60,02-909-8384,37.62039350156694,127.05498776159637,310,5
정문(복지관),GS25 광운월계점,"가정,생활 > 편의점 > GS25",서울 노원구 광운로2나길 45,,37.6177870939132,127.060217680188,246,4
정문(복지관),세븐일레븐 광운스퀘어점,"가정,생활 > 편의점 > 세븐일레븐",서울 노원구 광운로 20,,37.61999081299385,127.05862120221462,74,1
정문(복지관),GS25 월계꿈의숲점,"가정,생활 > 편의점 > GS25",서울 노원구 월계로42길 97,,37.621412232406634,127.05365188736572,465,7
정문(복지관),세븐일레븐 광운대원룸점,"가정,생활 > 편의점 > 세븐일레븐",서울 노원구 광운로2가길 23,,37.61810018357334,127.05933557310284,170,3
정문(복지관),GS25 월계성북역점,"가정,생활 > 편의점 > GS25",서울 노원구 석계로 103,080-999-5425,37.62294498095257,127.06073837717676,452,7
정문(복지관),GS25 광운사랑점,"가정,생활 > 편의점 > GS25",서울 노원구 광운로 17-11,,37.6195112503095,127.05726951003,88,1
정문(복지관),GS25 광운로드점,"가정,생활 > 편의점 > GS25",서울 노원구 석계로 65,,37.6205572138281,127.0627481447,417,6
정문(복지관),GS25 현대대로점,"가정,생활 > 편의점 > GS25",서울 노원구 석계로 49,,37.61700197646387,127.06263415568448,467,7
정문(복지관),이마트24 광운대역점,"가정,생활 > 편의점 > 이마트24",서울 노원구 석계로 98-1,02-6010-1032,37.623221352147,127.061187175034,498,7
정문(복지관),GS25 광운행운점,"가정,생활 > 편의점 > GS25",서울 노원구 광운로 5,080-999-5425,37.6184661312172,127.05721433937,137,2
정문(복지관),GS25 광운문화관점,"가정,생활 > 편의점 > GS25",서울 노원구 광운로 21,02-942-2533,37.61982824130036,127.05759144242984,77,1
정문(복지관),세븐일레븐 광운대후문점,"가정,생활 > 편의점 > 세븐일레븐",서울 노원구 석계로13길 48,,37.6212428318449,127.061094935049,324,5
정문(복지관),CU 광운대기숙사점,"가정,생활 > 편의점 > CU",서울 노원구 광운로 21,053-857-9427,37.62148487572864,127.05630820027189,290,4
정문(복지관),제로스토어 광운대점,"가정,생활 > 편의점",서울 노원구 광운로 15,0507-1416-3208,37.6190155528723,127.05758628477295,71,1
정문(복지관),서초우동 광운대역점,"음식점 > 일식 > 돈까스,우동",서울 노원구 석계로18길 23,02-941-0096,37.62388375193732,127.06085015246403,234,4
정문(복지관),화돌농장 노원점,"음식점 > 한식 > 육류,고기",서울 노원구 광운로 133,02-912-5293,37.6283333023198,127.058114578353,439,7
정문(복지관),친친,음식점 > 중식 > 중국요리,서울 노원구 석계로18길 10-9,02-6229-4143,37.6236251301821,127.060924704224,249,4
정문(복지관),여자만아구찜,"음식점 > 한식 > 해물,생선 > 아구",서울 노원구 석계로18길 10-8,02-941-1989,37.6235062163082,127.060892889771,251,4
정문(복지관),애슐리퀸즈 이마트월계점,음식점 > 패밀리레스토랑 > 애슐리,서울 노원구 마들로3길 15,0507-1412-1063,37.62650323568528,127.06197603525396,403,6
정문(복지관),우리집,음식점 > 한식,서울 노원구 광운로22길 9,02-915-0707,37.62851291849527,127.05928267666646,467,7
정문(복지관),야타이,음식점 > 일식 > 일식집,서울 노원구 석계로18길 10-6,0502-5552-5931,37.6235008757847,127.060766015809,241,4
정문(복지관),본죽&비빔밥cafe 광운대역점,음식점 > 퓨전요리 > 퓨전한식 > 본죽&비빔밥cafe,서울 노원구 석계로 98-1,02-914-6285,37.6233006583535,127.0611498589125,281,4
정문(복지관),전주밥상쌈밥,음식점 > 한식 > 쌈밥,서울 노원구 광운로 61,02-3292-0118,37.62296447243826,127.05961922991156,197,3
정문(복지관),배스킨라빈스 광운대역점,음식점 > 간식 > 아이스크림 > 배스킨라빈스,서울 노원구 광운로 65,02-909-1441,37.6231642939857,127.06000905867,204,3
정문(복지관),최환기쌈밥칼국수,음식점 > 한식 > 쌈밥,서울 노원구 광운로19가길 2,02-911-5402,37.62378064715679,127.05985549760452,155,2
정문(복지관),착한족발 월계점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",서울 노원구 석계로 95,010-4655-5669,37.62295564668777,127.06102157486963,290,4
정문(복지관),호시아카리,"음식점 > 일식 > 초밥,롤",서울 노원구 석계로 98-1,070-8747-1697,37.62331598687177,127.06112721623848,278,4
정문(복지관),명랑핫도그 광운대점,음식점 > 패스트푸드 > 명랑핫도그,서울 노원구 석계로 106,02-919-6488,37.62310822645583,127.06041340834153,236,4
정문(복지관),돈장군 광운대본점,"음식점 > 한식 > 육류,고기",서울 노원구 광운로 69,02-941-8276,37.6234201402204,127.0600760973566,192,3
정문(복지관),큰맘할매순대국 광운대점,음식점 > 한식 > 순대 > 큰맘할매순대국,서울 노원구 광운로 67,02-942-1479,37.6232723708939,127.06009070433,202,3
정문(복지관),명태이야기,"음식점 > 한식 > 해물,생선",서울 노원구 석계로18길 13,02-943-1121,37.62366145724105,127.06036514708568,201,3
정문(복지관),스타벅스 월계트레이더스점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 노원구 마들로3길 17,1522-3232,37.62759082697573,127.06178435781577,472,7
정문(복지관),커피는기억의끌림,음식점 > 카페 > 커피전문점,서울 노원구 석계로 98-1,02-911-7735,37.6234196267418,127.06107632676282,270,4
정문(복지관),스타벅스 월계이마트점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 노원구 마들로3길 15,1522-3232,37.6271527835984,127.062096653474,457,7
정문(복지관),공차 월계점,음식점 > 카페 > 공차,서울 노원구 마들로3길 15,02-973-6885,37.6265473970983,127.061951150089,404,6
정문(복지관),아망프라이빗,"가정,생활 > 유아 > 놀이시설 > 키즈카페",서울 노원구 월계로 294,,37.6268792218314,127.054089685118,461,7
정문(복지관),누커피,음식점 > 카페 > 테마카페 > 디저트카페,,,37.62871316118078,127.05700015616229,493,7
정문(복지관),유지인터내셔날 모히또바인오션,음식점 > 카페,서울 노원구 마들로3길 15,,37.6265095408039,127.061979438919,404,6
정문(복지관),GS25 광운타운점,"가정,생활 > 편의점 > GS25",서울 노원구 광운로 79,,37.624350024722,127.059946576322,148,2
정문(복지관),이마트24 이마트월계점,"가정,생활 > 편의점 > 이마트24",서울 노원구 마들로3길 15,02-6916-1500,37.62650773942647,127.06197830461335,403,6
정문(복지관),CU 노원월계점,"가정,생활 > 편의점 > CU",서울 노원구 월계로44가길 19,02-910-8605,37.623524318881,127.053271663575,450,7
정문(복지관),세븐일레븐 성북역점,"가정,생활 > 편의점 > 세븐일레븐",서울 노원구 광운로 71,,37.623700361506536,127.06004800368336,174,3
정문(복지관),스토리웨이,"가정,생활 > 편의점",서울 노원구 석계로 98-2,,37.6236870074235,127.061485474466,294,4
정문(복지관),그레도제빵사,"음식점 > 간식 > 제과,베이커리",서울 성북구 화랑로 304,070-8290-3033,37.613436102712356,127.06218378320334,361,5
정문(복지관),일번지정육식당 돌곶이점,"음식점 > 한식 > 육류,고기",서울 성북구 화랑로 254,02-960-1012,37.6108975882951,127.057706873014,389,6
정문(복지관),불맛나는직화짬뽕전문점 장위점,음식점 > 중식 > 중국요리,서울 성북구 돌곶이로 105,02-941-5051,37.612169095823205,127.05538377577903,353,5
정문(복지관),태성식당,음식점 > 한식,서울 성북구 화랑로33길 38,02-918-6658,37.611863006749545,127.0548546302744,410,6
정문(복지관),장군숯불족발,"음식점 > 한식 > 육류,고기 > 족발,보쌈",,02-941-5882,37.615019489162854,127.06322146334355,443,7
정문(복지관),한근더한근,"음식점 > 한식 > 육류,고기",서울 성북구 한천로 605,02-918-8999,37.613059625064764,127.06018442024082,224,3
정문(복지관),이우철한방누룽지삼계탕,"음식점 > 한식 > 육류,고기 > 닭요리 > 삼계탕",서울 성북구 화랑로 237,02-941-7119,37.6105381410451,127.055733662314,481,7
정문(복지관),중화요리동우당,음식점 > 중식 > 중국요리,서울 성북구 돌곶이로 99,02-943-2182,37.6118355952225,127.055670073071,363,5
정문(복지관),퀸스테이크,"음식점 > 양식 > 스테이크,립",서울 노원구 석계로1길 22,02-909-3206,37.6155176041706,127.063466536001,476,7
정문(복지관),웃소한우,"음식점 > 한식 > 육류,고기",서울 성북구 한천로 594,0502-5552-0859,37.61233994895667,127.06151690460449,365,5
정문(복지관),남송통닭,음식점 > 치킨,서울 노원구 석계로3길 30,02-916-5127,37.6162646228489,127.063281415581,490,7
정문(복지관),황금오리,"음식점 > 한식 > 육류,고기 > 오리",서울 노원구 석계로1길 22,02-909-7005,37.61550320601962,127.06343367711622,473,7
정문(복지관),조마루감자탕 석관점,음식점 > 한식 > 감자탕 > 조마루감자탕,서울 성북구 화랑로 262,02-960-6953,37.6112684927407,127.058323282464,345,5
정문(복지관),바코삼겹살 돌곶이역직영점,"음식점 > 한식 > 육류,고기 > 삼겹살",서울 성북구 돌곶이로 76-1,02-960-5993,37.6104326736757,127.057715574323,440,7
정문(복지관),상록회관 돌곶이점,"음식점 > 한식 > 육류,고기 > 상록회관",서울 성북구 화랑로 275,02-909-3339,37.6123410590705,127.059349118607,245,4
정문(복지관),자연숯불화로 돌곶이점,"음식점 > 한식 > 육류,고기",서울 성북구 돌곶이로22길 10,0503-7150-7176,37.6099601651585,127.05850800045133,490,7
정문(복지관),오장동불고기냉면,"음식점 > 한식 > 육류,고기 > 불고기,두루치기",서울 성북구 화랑로 268,02-967-8003,37.6115277391549,127.058803699991,320,5
정문(복지관),청계천8가삼성곱창,"음식점 > 한식 > 육류,고기 > 곱창,막창",서울 노원구 석계로3길 32,02-909-6660,37.6163548077667,127.063120654871,481,7
정문(복지관),패티앤빅 돌곶이역점,"음식점 > 일식 > 돈까스,우동",서울 성북구 화랑로 248,02-967-1580,37.61044569878992,127.05686842478414,453,7
정문(복지관),농가축산정육식당,"음식점 > 한식 > 육류,고기",서울 성북구 화랑로 283,02-941-0333,37.61276595307292,127.0600856472419,240,4
정문(복지관),교촌치킨 석관장위점,음식점 > 치킨 > 교촌치킨,서울 성북구 화랑로 265,02-918-9925,37.61186580391614,127.05841322336893,279,4
정문(복지관),제주돈사촌 돌곶이역점,"음식점 > 한식 > 육류,고기",서울 성북구 돌곶이로 91,02-942-3063,37.61126765960384,127.0563288105807,384,6
정문(복지관),제주본가,"음식점 > 한식 > 육류,고기",서울 노원구 석계로1길 18,02-919-0505,37.61549675267001,127.0637055059272,496,7
정문(복지관),하남돼지집 돌곶이역점,"음식점 > 한식 > 육류,고기 > 삼겹살 > 하남돼지집",서울 성북구 화랑로 245,02-941-9286,37.6108918487509,127.056534655439,416,6
정문(복지관),웍스터 돌곶이역,음식점 > 중식 > 중국요리,서울 성북구 돌곶이로27길 23-4,,37.6117191837884,127.05412853724,469,7
정문(복지관),도야짬뽕 석관점,음식점 > 중식 > 중국요리 > 도야짬뽕,서울 성북구 돌곶이로22길 26-2,02-961-8253,37.6101174100307,127.059365472558,482,7
정문(복지관),짚신매운갈비찜 석계점,"음식점 > 한식 > 육류,고기 > 갈비",서울 성북구 화랑로40길 28-1,02-959-9147,37.6132481404611,127.063231289819,456,7
정문(복지관),하나마토 장위뉴타운점,음식점 > 술집 > 일본식주점,서울 성북구 화랑로 241-8,,37.6110451045795,127.056351294233,406,6
정문(복지관),불타는생고기,"음식점 > 한식 > 육류,고기",서울 성북구 화랑로 279,02-942-8818,37.6125940866457,127.059647193196,232,3
정문(복지관),동적깡통구이 석계점,"음식점 > 한식 > 육류,고기",서울 성북구 화랑로40길 32,02-957-1230,37.61328409979,127.063380824697,467,7
정문(복지관),롯데리아 석관점,음식점 > 패스트푸드 > 롯데리아,서울 성북구 돌곶이로 75,02-968-1149,37.6100867647852,127.057570339226,480,7
정문(복지관),천수촌,"음식점 > 한식 > 사철탕,영양탕",서울 성북구 장위로 145,02-914-3377,37.6140966130064,127.052757522941,487,7
정문(복지관),파리바게뜨 장위레디언트점,"음식점 > 간식 > 제과,베이커리 > 파리바게뜨",서울 성북구 돌곶이로30길 24,,37.61229492947,127.056029447886,303,5
정문(복지관),소문난곱창,"음식점 > 한식 > 육류,고기 > 곱창,막창",서울 노원구 석계로7길 12-8,02-941-5507,37.61638715840151,127.06327925411357,495,7
정문(복지관),버들국수,음식점 > 한식 > 국수,서울 성북구 화랑로40길 39,02-966-6339,37.6135217752538,127.063725340748,491,7
정문(복지관),사랑한식뷔페,음식점 > 뷔페 > 한식뷔페,서울 성북구 돌곶이로 105,02-909-6599,37.6122466196107,127.055301153935,352,5
정문(복지관),유비라운지 몽골음식전문점,음식점 > 아시아음식,서울 성북구 화랑로 276,,37.61187430029561,127.0594416198934,296,4
정문(복지관),곤지암할매소머리국밥 석관점,음식점 > 한식 > 국밥 > 곤지암할매소머리국밥,서울 성북구 한천로 585,02-6013-9576,37.6115992489342,127.061683916884,431,6
정문(복지관),석관동 놀러오새우,음식점 > 분식,서울 성북구 돌곶이로22길 18,02-965-0092,37.6100680640082,127.058949783603,482,7
정문(복지관),빨리와솥뚜껑삼겹살,"음식점 > 한식 > 육류,고기 > 삼겹살",서울 노원구 화랑로43길 2-4,,37.614598654869,127.063357022568,450,7
정문(복지관),허니비 케이크,"음식점 > 간식 > 제과,베이커리",서울 성북구 화랑로40길 33,070-777-8888,37.6134399567545,127.063407007044,466,7
정문(복지관),오구피자 돌곶이역점,음식점 > 양식 > 피자 > 오구피자,서울 성북구 돌곶이로 77,02-959-5945,37.6103896425051,127.057271575408,451,7
정문(복지관),헬로방방 돌곶이역점,"가정,생활 > 유아 > 놀이시설 > 키즈카페",서울 성북구 화랑로 248,02-959-0077,37.6103970213713,127.056918220605,457,7
정문(복지관),후아나 석계점,음식점 > 카페 > 테마카페 > 디저트카페,서울 노원구 석계로1길 18,02-918-2885,37.6155399884749,127.063727063041,499,7
정문(복지관),투썸플레이스 돌곶이역점,음식점 > 카페 > 커피전문점 > 투썸플레이스,서울 성북구 화랑로 237,02-6953-9223,37.61040122548596,127.05565994337545,497,7
정문(복지관),조르르,음식점 > 카페,서울 성북구 한천로81길 32,070-7585-2334,37.611374070254016,127.05980024973495,359,5
정문(복지관),카페 아노츠,음식점 > 카페,서울 성북구 돌곶이로22길 33,0502-5550-1810,37.61053434710727,127.05980297507763,447,7
정문(복지관),메가MGC커피 장위자이레디언트점,음식점 > 카페 > 커피전문점 > 메가MGC커피,서울 성북구 돌곶이로 105,02-911-0688,37.6122466196052,127.055301153935,352,5
정문(복지관),빽다방 장위자이레디언트점,음식점 > 카페 > 커피전문점 > 빽다방,서울 성북구 돌곶이로30길 24,02-942-1007,37.61220029877509,127.0560860065367,308,5
정문(복지관),할리스 석계역점,음식점 > 카페 > 커피전문점 > 할리스,서울 노원구 화랑로 325,02-942-1345,37.614984908878924,127.0638579750062,498,7
정문(복지관),라라제이,음식점 > 카페,서울 성북구 돌곶이로22길 8,0507-1370-6048,37.60995392105003,127.05838114896804,491,7
정문(복지관),더벤티 돌곶이역점,음식점 > 카페 > 커피전문점 > 더벤티,서울 성북구 화랑로 245,070-8211-2388,37.61079908702633,127.05645077491654,428,6
정문(복지관),돌곶이프레소,음식점 > 카페 > 테마카페 > 무인카페,서울 성북구 화랑로 277,010-9019-6137,37.6125644300633,127.059496533917,228,3
정문(복지관),백억커피 돌곶이점,음식점 > 카페 > 커피전문점,서울 성북구 돌곶이로 101,0502-5551-8039,37.6119626597115,127.055616936089,355,5
정문(복지관),감꽃,음식점 > 카페 > 테마카페 > 디저트카페,서울 성북구 돌곶이로22길 7,,37.6102422475591,127.058360988208,459,7
정문(복지관),이디야커피 돌곶이역점,음식점 > 카페 > 커피전문점 > 이디야커피,서울 성북구 돌곶이로22길 3,02-966-1124,37.6101874090825,127.058114046755,465,7
정문(복지관),커피마마퀸 돌곶이점,음식점 > 카페 > 커피마마퀸,서울 성북구 돌곶이로27길 5,1644-2968,37.61217830690739,127.05495339742136,380,6
정문(복지관),카페나누기,음식점 > 카페,서울 성북구 돌곶이로22길 14,,37.6100357114562,127.058783271734,484,7
정문(복지관),호호커피,음식점 > 카페 > 커피전문점,서울 성북구 화랑로40길 37,010-9259-8584,37.6134768150173,127.063559940993,478,7
정문(복지관),액츠29카페,음식점 > 카페,서울 성북구 돌곶이로27길 29-3,,37.6116147220423,127.054012937955,484,7
정문(복지관),데이롱카페 석계역점,음식점 > 카페 > 테마카페 > 무인카페 > 데이롱카페,서울 노원구 석계로3길 30,,37.61626912110593,127.0632938785934,491,7
