university,name,category,address,phone,lat,lng,distance,walk_distance,walk_time,menu,price,manual
정문(복지관),양드림,"음식점 > 한식 > 육류,고기",서울 노원구 광운로2길 27,02-943-3408,37.617420329985926,127.05855009108576,218,327.0,5,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),중화호반닭갈비 광운대점,"음식점 > 한식 > 육류,고기 > 닭요리",서울 노원구 광운로 53,02-942-0799,37.6224564534593,127.059345831815,355,532.5,8,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),청년다방 광운대점,음식점 > 분식 > 떡볶이 > 청년다방,서울 노원구 광운로 44,02-6085-9124,37.62135716432966,127.05951373500557,246,369.0,5,김밥|라면|떡볶이|튀김,3500|4000|5000|6000,False
정문(복지관),신연마라탕,음식점 > 중식,서울 노원구 광운로 35,02-909-2838,37.6206962708118,127.058652339616,150,225.0,3,짜장면|짬뽕|탕수육|볶음밥,7000|8000|18000|8000,False
정문(복지관),써브웨이 광운대역점,음식점 > 패스트푸드 > 샌드위치 > 써브웨이,서울 노원구 광운로 57,02-942-7779,37.62266353825251,127.05962805159405,384,576.0,8,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),카츠백 월계점,"음식점 > 일식 > 돈까스,우동 > 카츠백",서울 노원구 광운로 44,02-6953-2204,37.621340953417,127.059500129304,243,364.5,5,돈까스|초밥|우동|라멘,9000|12000|7000|9000,False
정문(복지관),목포홍탁,"음식점 > 한식 > 해물,생선",서울 노원구 광운로1길 10,02-914-3703,37.61867438098913,127.05696304151888,138,207.0,3,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),이삭토스트 광운대점,음식점 > 간식 > 토스트 > 이삭토스트,서울 노원구 광운로 37-1,02-943-0799,37.620878192415546,127.0588087985225,173,259.5,4,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),후문식당,음식점 > 분식,서울 노원구 석계로13길 25-1,02-916-8745,37.62016962097997,127.06135458099394,287,430.5,6,김밥|라면|떡볶이|튀김,3500|4000|5000|6000,False
정문(복지관),스시덤,"음식점 > 일식 > 초밥,롤",서울 노원구 광운로2길 6,02-2088-8070,37.6180921113138,127.057440589225,160,240.0,3,돈까스|초밥|우동|라멘,9000|12000|7000|9000,False
정문(복지관),맛닭꼬 광운대점,음식점 > 치킨 > 맛닭꼬,서울 노원구 광운로 61,02-942-3492,37.62309584950046,127.05994896746644,438,657.0,9,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),밥은화 광운대본점,음식점 > 한식,서울 노원구 광운로12길 11,02-3292-7979,37.6212795351311,127.059799121243,250,375.0,5,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),장수국수 광운대점,음식점 > 한식 > 국수,서울 노원구 광운로 27,070-8111-2595,37.6202243174404,127.058321216179,94,141.0,2,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),또와집순대국,음식점 > 한식 > 순대,서울 노원구 광운로19길 13,02-943-2207,37.62326079906855,127.05981316864523,452,678.0,10,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),경대컵밥 광운대점,음식점 > 도시락,서울 노원구 광운로 17-13,02-941-1047,37.619597802211,127.057151775086,100,150.0,2,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),미미식당 월계점,"음식점 > 한식 > 육류,고기",서울 노원구 석계로18길 5,,37.6232722135876,127.06039881516,471,706.5,10,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),국수천왕 광운대점,음식점 > 한식,서울 노원구 광운로 46,02-909-1236,37.621806873755745,127.0610489543484,365,547.5,8,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),빈대떡신사,"음식점 > 술집 > 호프,요리주점",서울 노원구 광운로 70,02-774-9595,37.6234669008526,127.060253978908,486,729.0,10,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),사계절김밥,음식점 > 분식,서울 노원구 광운로 72,02-941-7789,37.6235588107524,127.060235928848,495,742.5,11,김밥|라면|떡볶이|튀김,3500|4000|5000|6000,False
정문(복지관),맘스터치 광운대점,음식점 > 패스트푸드 > 맘스터치,서울 노원구 광운로 33,02-941-7674,37.6205710814027,127.058555960075,134,201.0,3,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),1일1잔,음식점 > 카페 > 테마카페 > 디저트카페,서울 노원구 광운로2길 6,,37.6180767967353,127.057436046716,161,241.5,3,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),월계청춘카페,음식점 > 카페,서울 노원구 광운로 44,070-4174-7755,37.6213607728479,127.059504676027,246,369.0,5,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),컴포즈커피 광운대80주년기념관점,음식점 > 카페 > 커피전문점 > 컴포즈커피,서울 노원구 광운로 20,02-909-1617,37.62030155947812,127.0588106097436,113,169.5,2,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),빠말,음식점 > 카페 > 테마카페 > 디저트카페,서울 노원구 광운로 7,070-7677-8341,37.6185733102653,127.057293709771,123,184.5,3,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),스타벅스 광운대점,음식점 > 카페 > 커피전문점 > 스타벅스,서울 노원구 석계로 104,1522-3232,37.6231891063632,127.060820134493,479,718.5,10,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),카페니니,음식점 > 카페,서울 노원구 광운로 59,02-2138-1884,37.6227500329914,127.05962812068,393,589.5,8,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),설빙 광운대점,음식점 > 카페 > 테마카페 > 디저트카페 > 설빙,서울 노원구 광운로 25,02-6953-9749,37.6200694057919,127.058203293092,76,114.0,2,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),메가MGC커피 광운대점,음식점 > 카페 > 커피전문점 > 메가MGC커피,서울 노원구 광운로 35,02-942-1005,37.62068904770362,127.05868291742624,150,225.0,3,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),광운커피,음식점 > 카페,서울 노원구 광운로 25,010-4190-3569,37.6200685020056,127.058208955948,76,114.0,2,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),카페베르데,음식점 > 카페,서울 노원구 광운로 17-3,,37.6192876400272,127.057609148638,58,87.0,1,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),공차 광운대점,음식점 > 카페 > 공차,서울 노원구 광운로 20,02-943-8523,37.62001145287181,127.05878772699673,84,126.0,2,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),매머드익스프레스 광운대정문점,음식점 > 카페 > 커피전문점 > 매머드익스프레스,서울 노원구 광운로 27,,37.6202171095369,127.058321210548,93,139.5,2,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),요거프레소 광운대점,음식점 > 카페 > 테마카페 > 디저트카페 > 요거프레소,서울 노원구 광운로 17-9,,37.6194139216729,127.057314743468,83,124.5,2,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),빽다방 광운대점,음식점 > 카페 > 커피전문점 > 빽다방,서울 노원구 광운로 43,070-7752-5322,37.62131326117863,127.05902549288253,225,337.5,5,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),우우즈,음식점 > 카페,서울 노원구 광운로12길 32,,37.6212465148617,127.060942019495,314,471.0,7,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),메가MGC커피 광운대역점,음식점 > 카페 > 커피전문점 > 메가MGC커피,서울 노원구 석계로 103,02-942-9917,37.6229242932203,127.06067039501,447,670.5,10,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),요거트아이스크림의정석 광운대점,음식점 > 카페 > 테마카페 > 디저트카페 > 요거트아이스크림의정석,서울 노원구 광운로 60,010-5949-2407,37.62265074300844,127.05998599082864,394,591.0,8,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),서울수플레,음식점 > 카페,서울 노원구 광운로17길 13,0504-823-0663,37.6224215775715,127.058821341782,341,511.5,7,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),카페빈둥,음식점 > 카페 > 커피전문점,서울 노원구 석계로15길 17,,37.6223816535661,127.061145707899,419,628.5,9,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),메타킹커피 광운대점,음식점 > 카페,서울 노원구 광운로12길 5,,37.6212247477794,127.059456992958,230,345.0,5,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),이디야커피 광운대점,음식점 > 카페 > 커피전문점 > 이디야커피,서울 노원구 광운로 29,02-942-0937,37.6203251764627,127.058425504853,106,159.0,2,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),오쎄,음식점 > 카페,서울 노원구 광운로 62,02-918-5508,37.6227245870602,127.060058546328,403,604.5,9,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),매머드익스프레스 광운대후문점,음식점 > 카페 > 커피전문점 > 매머드익스프레스,서울 노원구 석계로13길 23,,37.6202136590307,127.061566434787,306,459.0,7,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),성북시니어 클럽 장위지점,음식점 > 카페 > 커피전문점,서울 성북구 한천로 708,,37.6200887443682,127.053513878053,426,639.0,9,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),모모,음식점 > 카페,서울 노원구 석계로9길 33,070-7612-1132,37.61669744983151,127.06262030830824,486,729.0,10,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),CORD Jr.,음식점 > 카페 > 커피전문점,서울 노원구 석계로13길 40,,37.6209499341225,127.061243082418,315,472.5,7,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),데이롱카페 광운대점,음식점 > 카페 > 테마카페 > 무인카페 > 데이롱카페,서울 노원구 광운로12길 38,,37.621302220658,127.061242238675,339,508.5,7,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),카페프리헷 월계현대점,음식점 > 카페 > 테마카페 > 무인카페 > 카페프리헷,서울 노원구 석계로 49,0507-1418-4353,37.6170128081547,127.062596786796,463,694.5,10,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),롯오브젝트,음식점 > 카페,서울 노원구 광운로3길 7,,37.619014830962605,127.05721815792296,100,150.0,2,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),커피정원,음식점 > 카페,서울 성북구 한천로 708,,37.6200888054192,127.053379085298,438,657.0,9,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),카페이공일,음식점 > 카페,서울 노원구 광운로2가길 14-16,,37.6172241794109,127.059818526685,275,412.5,6,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),CU 광운대원룸점,"가정,생활 > 편의점 > CU",서울 노원구 광운로15길 23,,37.62153814533509,127.05793937823356,241,361.5,5,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),CU 광운대점,"가정,생활 > 편의점 > CU",서울 노원구 광운로1길 60,02-909-8384,37.62039350156694,127.05498776159637,310,465.0,7,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),GS25 광운월계점,"가정,생활 > 편의점 > GS25",서울 노원구 광운로2나길 45,,37.6177870939132,127.060217680188,246,369.0,5,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),세븐일레븐 광운스퀘어점,"가정,생활 > 편의점 > 세븐일레븐",서울 노원구 광운로 20,,37.61999081299385,127.05862120221462,74,111.0,2,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),GS25 월계꿈의숲점,"가정,생활 > 편의점 > GS25",서울 노원구 월계로42길 97,,37.621412232406634,127.05365188736572,465,697.5,10,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),세븐일레븐 광운대원룸점,"가정,생활 > 편의점 > 세븐일레븐",서울 노원구 광운로2가길 23,,37.61810018357334,127.05933557310284,170,255.0,4,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),GS25 월계성북역점,"가정,생활 > 편의점 > GS25",서울 노원구 석계로 103,080-999-5425,37.62294498095257,127.06073837717676,452,678.0,10,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),GS25 광운사랑점,"가정,생활 > 편의점 > GS25",서울 노원구 광운로 17-11,,37.6195112503095,127.05726951003,88,132.0,2,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),GS25 광운로드점,"가정,생활 > 편의점 > GS25",서울 노원구 석계로 65,,37.6205572138281,127.0627481447,417,625.5,9,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),GS25 현대대로점,"가정,생활 > 편의점 > GS25",서울 노원구 석계로 49,,37.61700197646387,127.06263415568448,467,700.5,10,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),이마트24 광운대역점,"가정,생활 > 편의점 > 이마트24",서울 노원구 석계로 98-1,02-6010-1032,37.623221352147,127.061187175034,498,747.0,11,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),GS25 광운행운점,"가정,생활 > 편의점 > GS25",서울 노원구 광운로 5,080-999-5425,37.6184661312172,127.05721433937,137,205.5,3,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),GS25 광운문화관점,"가정,생활 > 편의점 > GS25",서울 노원구 광운로 21,02-942-2533,37.61982824130036,127.05759144242984,77,115.5,2,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),세븐일레븐 광운대후문점,"가정,생활 > 편의점 > 세븐일레븐",서울 노원구 석계로13길 48,,37.6212428318449,127.061094935049,324,486.0,7,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),CU 광운대기숙사점,"가정,생활 > 편의점 > CU",서울 노원구 광운로 21,053-857-9427,37.62148487572864,127.05630820027189,290,435.0,6,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),제로스토어 광운대점,"가정,생활 > 편의점",서울 노원구 광운로 15,0507-1416-3208,37.6190155528723,127.05758628477297,71,106.5,2,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),서초우동 광운대역점,"음식점 > 일식 > 돈까스,우동",서울 노원구 석계로18길 23,02-941-0096,37.62388375193732,127.06085015246404,234,351.0,5,돈까스|초밥|우동|라멘,9000|12000|7000|9000,False
정문(복지관),친친,음식점 > 중식 > 중국요리,서울 노원구 석계로18길 10-9,02-6229-4143,37.6236251301821,127.060924704224,249,373.5,5,짜장면|짬뽕|탕수육|볶음밥,7000|8000|18000|8000,False
정문(복지관),여자만아구찜,"음식점 > 한식 > 해물,생선 > 아구",서울 노원구 석계로18길 10-8,02-941-1989,37.6235062163082,127.060892889771,251,376.5,5,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),야타이,음식점 > 일식 > 일식집,서울 노원구 석계로18길 10-6,0502-5552-5931,37.6235008757847,127.060766015809,241,361.5,5,돈까스|초밥|우동|라멘,9000|12000|7000|9000,False
정문(복지관),본죽&비빔밥cafe 광운대역점,음식점 > 퓨전요리 > 퓨전한식 > 본죽&비빔밥cafe,서울 노원구 석계로 98-1,02-914-6285,37.6233006583535,127.0611498589125,281,421.5,6,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),전주밥상쌈밥,음식점 > 한식 > 쌈밥,서울 노원구 광운로 61,02-3292-0118,37.62296447243826,127.05961922991156,197,295.5,4,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),배스킨라빈스 광운대역점,음식점 > 간식 > 아이스크림 > 배스킨라빈스,서울 노원구 광운로 65,02-909-1441,37.6231642939857,127.06000905867,204,306.0,4,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),호시아카리,"음식점 > 일식 > 초밥,롤",서울 노원구 석계로 98-1,070-8747-1697,37.62331598687177,127.06112721623848,278,417.0,6,돈까스|초밥|우동|라멘,9000|12000|7000|9000,False
정문(복지관),최환기쌈밥칼국수,음식점 > 한식 > 쌈밥,서울 노원구 광운로19가길 2,02-911-5402,37.62378064715679,127.05985549760452,155,232.5,3,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),착한족발 월계점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",서울 노원구 석계로 95,010-4655-5669,37.62295564668777,127.06102157486964,290,435.0,6,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),명랑핫도그 광운대점,음식점 > 패스트푸드 > 명랑핫도그,서울 노원구 석계로 106,02-919-6488,37.62310822645583,127.06041340834152,236,354.0,5,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),돈장군 광운대본점,"음식점 > 한식 > 육류,고기",서울 노원구 광운로 69,02-941-8276,37.6234201402204,127.0600760973566,192,288.0,4,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),큰맘할매순대국 광운대점,음식점 > 한식 > 순대 > 큰맘할매순대국,서울 노원구 광운로 67,02-942-1479,37.6232723708939,127.06009070433,202,303.0,4,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),명태이야기,"음식점 > 한식 > 해물,생선",서울 노원구 석계로18길 13,02-943-1121,37.62366145724105,127.06036514708568,201,301.5,4,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),커피는기억의끌림,음식점 > 카페 > 커피전문점,서울 노원구 석계로 98-1,02-911-7735,37.6234196267418,127.06107632676282,270,405.0,6,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),GS25 광운타운점,"가정,생활 > 편의점 > GS25",서울 노원구 광운로 79,,37.624350024722,127.059946576322,148,222.0,3,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),CU 노원월계점,"가정,생활 > 편의점 > CU",서울 노원구 월계로44가길 19,02-910-8605,37.623524318881,127.053271663575,450,675.0,10,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),세븐일레븐 성북역점,"가정,생활 > 편의점 > 세븐일레븐",서울 노원구 광운로 71,,37.623700361506536,127.06004800368336,174,261.0,4,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),퀸스테이크,"음식점 > 양식 > 스테이크,립",서울 노원구 석계로1길 22,02-909-3206,37.6155176041706,127.063466536001,476,714.0,10,파스타|피자|스테이크,12000|15000|25000,False
정문(복지관),남송통닭,음식점 > 치킨,서울 노원구 석계로3길 30,02-916-5127,37.6162646228489,127.063281415581,490,735.0,10,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),황금오리,"음식점 > 한식 > 육류,고기 > 오리",서울 노원구 석계로1길 22,02-909-7005,37.61550320601962,127.06343367711622,473,709.5,10,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),청계천8가삼성곱창,"음식점 > 한식 > 육류,고기 > 곱창,막창",서울 노원구 석계로3길 32,02-909-6660,37.6163548077667,127.063120654871,481,721.5,10,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),제주본가,"음식점 > 한식 > 육류,고기",서울 노원구 석계로1길 18,02-919-0505,37.61549675267001,127.0637055059272,496,744.0,11,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),소문난곱창,"음식점 > 한식 > 육류,고기 > 곱창,막창",서울 노원구 석계로7길 12-8,02-941-5507,37.61638715840151,127.06327925411355,495,742.5,11,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),후아나 석계점,음식점 > 카페 > 테마카페 > 디저트카페,서울 노원구 석계로1길 18,02-918-2885,37.6155399884749,127.063727063041,499,748.5,11,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),데이롱카페 석계역점,음식점 > 카페 > 테마카페 > 무인카페 > 데이롱카페,서울 노원구 석계로3길 30,,37.61626912110593,127.0632938785934,491,736.5,11,아메리카노|카페라떼|케이크,4000|5000|6000,False
정문(복지관),무명칼국수,음식점 > 한식 > 국수 > 칼국수,서울 노원구 석계로7길 4,02-941-7776,37.6167291943623,127.063909303813,299,448.5,6,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),연어시장 석계본점,"음식점 > 한식 > 해물,생선 > 회",서울 노원구 석계로 13,02-910-9540,37.6160406157153,127.064320999484,382,573.0,8,광어회|우럭회|모둠회|참돔회|연어회|대방어회|매운탕|회덮밥|물회|해물라면,35000|40000|60000|70000|38000|80000|10000|12000|15000|8000,False
정문(복지관),기와집,"음식점 > 한식 > 육류,고기 > 갈비",서울 노원구 석계로 35,02-917-2111,37.617917679130045,127.06375854199334,167,250.5,4,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),라무야끼,"음식점 > 한식 > 육류,고기",서울 노원구 석계로3길 15-1,02-909-3337,37.6157237900017,127.063727219901,407,610.5,9,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),최대포소금구이,"음식점 > 한식 > 육류,고기",서울 노원구 석계로7길 14,,37.6163473444505,127.063596363995,337,505.5,7,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),미가양꼬치,음식점 > 중식 > 양꼬치,서울 노원구 석계로 31,02-942-3432,37.6175401053181,127.063869221622,210,315.0,4,짜장면|짬뽕|탕수육|볶음밥,7000|8000|18000|8000,False
정문(복지관),석계3층집,"음식점 > 한식 > 육류,고기 > 오리",서울 노원구 석계로 21,02-942-3752,37.6166569801302,127.064158427311,312,468.0,7,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
정문(복지관),인생꼬치479,"음식점 > 술집 > 호프,요리주점",서울 노원구 석계로 15,0507-1383-4790,37.61614513955888,127.06430409972944,370,555.0,8,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),교촌치킨 석계역점,음식점 > 치킨 > 교촌치킨,서울 노원구 석계로 31,02-909-9229,37.61751126329202,127.0638884523992,214,321.0,5,대표메뉴|세트메뉴,8000|10000,False
정문(복지관),하남돼지집 석계점,"음식점 > 한식 > 육류,고기 > 삼겹살 > 하남돼지집",서울 노원구 석계로9길 17,02-941-9753,37.6171764503485,127.063230085601,244,366.0,5,비빔밥|제육볶음|된장찌개|불고기,8000|9000|7000|12000,False
